SEXE;EDAT;DATA;ESDEVENIMENT;PAUTA;RECOMPTE
Dona;10 a 19;19/12/2021;Cas;Parcial;1
Dona;10 a 19;19/12/2021;Cas;Completa;123
Home;10 a 19;19/12/2021;Cas;Completa;77
Home;10 a 19;19/12/2021;Cas;Parcial;1
Home;10 a 19;19/12/2021;Cas;No iniciada;139
Dona;20 a 29;19/12/2021;Cas;Parcial;5
Dona;20 a 29;19/12/2021;Hospitalització;Completa;1
Dona;20 a 29;19/12/2021;Cas;No iniciada;60
Dona;20 a 29;19/12/2021;Cas;Completa;234
Home;20 a 29;19/12/2021;Cas;Completa;189
Home;20 a 29;19/12/2021;Hospitalització;Completa;1
Home;20 a 29;19/12/2021;Cas;No iniciada;47
Home;20 a 29;19/12/2021;Cas;Parcial;4
Dona;30 a 39;19/12/2021;Hospitalització;Completa;6
Dona;30 a 39;19/12/2021;Cas;No iniciada;48
Dona;30 a 39;19/12/2021;Cas;Completa;244
Dona;30 a 39;19/12/2021;Hospitalització;Parcial;2
Dona;30 a 39;19/12/2021;Cas;Parcial;6
Dona;30 a 39;19/12/2021;Hospitalització;No iniciada;6
Dona;30 a 39;19/12/2021;Crítics;No iniciada;1
Home;30 a 39;19/12/2021;Cas;No iniciada;54
Home;30 a 39;19/12/2021;Cas;Parcial;2
Home;30 a 39;19/12/2021;Crítics;No iniciada;1
Home;30 a 39;19/12/2021;Hospitalització;No iniciada;4
Home;30 a 39;19/12/2021;Cas;Completa;208
Dona;40 a 49;19/12/2021;Hospitalització;Parcial;1
Dona;40 a 49;19/12/2021;Cas;Completa;394
Dona;40 a 49;19/12/2021;Crítics;Completa;1
Dona;40 a 49;19/12/2021;Hospitalització;Completa;2
Dona;40 a 49;19/12/2021;Hospitalització;No iniciada;3
Dona;40 a 49;19/12/2021;Cas;No iniciada;49
Dona;40 a 49;19/12/2021;Cas;Parcial;2
Home;40 a 49;19/12/2021;Hospitalització;No iniciada;5
Home;40 a 49;19/12/2021;Crítics;No iniciada;2
Home;40 a 49;19/12/2021;Cas;Parcial;7
Home;40 a 49;19/12/2021;Hospitalització;Completa;5
Home;40 a 49;19/12/2021;Cas;Completa;325
Home;40 a 49;19/12/2021;Cas;No iniciada;34
Dona;50 a 59;19/12/2021;Cas;No iniciada;15
Dona;50 a 59;19/12/2021;Hospitalització;Parcial;1
Dona;50 a 59;19/12/2021;Hospitalització;No iniciada;4
Dona;50 a 59;19/12/2021;Crítics;No iniciada;1
Dona;50 a 59;19/12/2021;Cas;Parcial;1
Dona;50 a 59;19/12/2021;Defunció;No iniciada;1
Dona;50 a 59;19/12/2021;Hospitalització;Completa;5
Dona;50 a 59;19/12/2021;Cas;Completa;238
Home;50 a 59;19/12/2021;Cas;Parcial;2
Home;50 a 59;19/12/2021;Hospitalització;No iniciada;10
Home;50 a 59;19/12/2021;Cas;Completa;266
Home;50 a 59;19/12/2021;Crítics;No iniciada;5
Home;50 a 59;19/12/2021;Cas;No iniciada;24
Home;50 a 59;19/12/2021;Hospitalització;Completa;10
Home;50 a 59;19/12/2021;Crítics;Completa;3
Dona;60 a 69;19/12/2021;Crítics;Completa;3
Dona;60 a 69;19/12/2021;Crítics;No iniciada;2
Dona;60 a 69;19/12/2021;Cas;Completa;127
Dona;60 a 69;19/12/2021;Defunció;Completa;1
Dona;60 a 69;19/12/2021;Hospitalització;Parcial;1
Dona;60 a 69;19/12/2021;Cas;Parcial;2
Dona;60 a 69;19/12/2021;Hospitalització;Completa;21
Dona;60 a 69;19/12/2021;Cas;No iniciada;14
Dona;60 a 69;19/12/2021;Hospitalització;No iniciada;5
Home;60 a 69;19/12/2021;Hospitalització;No iniciada;12
Home;60 a 69;19/12/2021;Crítics;No iniciada;4
Home;60 a 69;19/12/2021;Crítics;Parcial;1
Home;60 a 69;19/12/2021;Crítics;Completa;9
Home;60 a 69;19/12/2021;Cas;Parcial;1
Home;60 a 69;19/12/2021;Hospitalització;Parcial;1
Home;60 a 69;19/12/2021;Cas;No iniciada;14
Home;60 a 69;19/12/2021;Defunció;No iniciada;1
Home;60 a 69;19/12/2021;Cas;Completa;124
Home;60 a 69;19/12/2021;Hospitalització;Completa;28
Dona;70 a 79;19/12/2021;Cas;No iniciada;8
Dona;70 a 79;19/12/2021;Cas;Completa;43
Dona;70 a 79;19/12/2021;Defunció;No iniciada;1
Dona;70 a 79;19/12/2021;Hospitalització;Completa;8
Dona;70 a 79;19/12/2021;Hospitalització;No iniciada;3
Dona;70 a 79;19/12/2021;Crítics;No iniciada;1
Home;70 a 79;19/12/2021;Hospitalització;No iniciada;7
Home;70 a 79;19/12/2021;Crítics;Completa;3
Home;70 a 79;19/12/2021;Hospitalització;Parcial;1
Home;70 a 79;19/12/2021;Cas;No iniciada;4
Home;70 a 79;19/12/2021;Crítics;No iniciada;2
Home;70 a 79;19/12/2021;Cas;Completa;38
Home;70 a 79;19/12/2021;Defunció;No iniciada;1
Home;70 a 79;19/12/2021;Hospitalització;Completa;27
Home;70 a 79;19/12/2021;Defunció;Completa;1
Dona;80 o més;19/12/2021;Defunció;Parcial;1
Dona;80 o més;19/12/2021;Cas;No iniciada;5
Dona;80 o més;19/12/2021;Cas;Completa;29
Dona;80 o més;19/12/2021;Defunció;Completa;4
Dona;80 o més;19/12/2021;Hospitalització;Completa;16
Dona;80 o més;19/12/2021;Defunció;No iniciada;3
Dona;80 o més;19/12/2021;Hospitalització;No iniciada;5
Home;80 o més;19/12/2021;Cas;Completa;21
Home;80 o més;19/12/2021;Hospitalització;Completa;13
Home;80 o més;19/12/2021;Cas;Parcial;1
Home;80 o més;19/12/2021;Defunció;Completa;3
Home;80 o més;19/12/2021;Cas;No iniciada;6
Home;80 o més;19/12/2021;Hospitalització;No iniciada;4
No classificat;No classificat;19/12/2021;Cas;Completa;14
No classificat;No classificat;19/12/2021;Hospitalització;No iniciada;2
No classificat;No classificat;19/12/2021;Cas;No iniciada;99
No classificat;No classificat;19/12/2021;Cas;Parcial;1
Dona;0 a 9;18/12/2021;Cas;No iniciada;246
Home;0 a 9;18/12/2021;Cas;No iniciada;244
Dona;10 a 19;18/12/2021;Cas;Parcial;2
Dona;10 a 19;18/12/2021;Cas;No iniciada;150
Dona;10 a 19;18/12/2021;Cas;Completa;131
Home;10 a 19;18/12/2021;Cas;No iniciada;165
Home;10 a 19;18/12/2021;Cas;Parcial;4
Home;10 a 19;18/12/2021;Cas;Completa;92
Dona;20 a 29;18/12/2021;Cas;No iniciada;47
Dona;20 a 29;18/12/2021;Cas;Parcial;3
Dona;20 a 29;18/12/2021;Cas;Completa;241
Home;20 a 29;18/12/2021;Hospitalització;No iniciada;1
Home;20 a 29;18/12/2021;Cas;Parcial;4
Home;20 a 29;18/12/2021;Cas;Completa;164
Home;20 a 29;18/12/2021;Cas;No iniciada;59
Dona;30 a 39;18/12/2021;Cas;Parcial;8
Dona;30 a 39;18/12/2021;Hospitalització;Completa;1
Dona;30 a 39;18/12/2021;Cas;No iniciada;56
Dona;30 a 39;18/12/2021;Cas;Completa;277
Home;30 a 39;18/12/2021;Cas;Parcial;4
Home;30 a 39;18/12/2021;Cas;No iniciada;60
Home;30 a 39;18/12/2021;Defunció;Completa;1
Home;30 a 39;18/12/2021;Cas;Completa;228
Dona;40 a 49;18/12/2021;Cas;No iniciada;46
Dona;40 a 49;18/12/2021;Hospitalització;Completa;1
Dona;40 a 49;18/12/2021;Cas;Completa;381
Dona;40 a 49;18/12/2021;Cas;Parcial;4
Home;40 a 49;18/12/2021;Cas;No iniciada;51
Home;40 a 49;18/12/2021;Cas;Parcial;2
Home;40 a 49;18/12/2021;Cas;Completa;330
Dona;50 a 59;18/12/2021;Cas;No iniciada;26
Dona;50 a 59;18/12/2021;Cas;Parcial;6
Dona;50 a 59;18/12/2021;Cas;Completa;276
Dona;50 a 59;18/12/2021;Hospitalització;Completa;1
Dona;50 a 59;18/12/2021;Defunció;Completa;1
Home;50 a 59;18/12/2021;Cas;Parcial;2
Home;50 a 59;18/12/2021;Cas;No iniciada;28
Home;50 a 59;18/12/2021;Hospitalització;Completa;1
Home;50 a 59;18/12/2021;Cas;Completa;293
Dona;60 a 69;18/12/2021;Cas;Completa;161
Dona;60 a 69;18/12/2021;Cas;No iniciada;13
Dona;60 a 69;18/12/2021;Cas;Parcial;3
Dona;60 a 69;18/12/2021;Hospitalització;Completa;2
Home;60 a 69;18/12/2021;Hospitalització;Completa;2
Home;60 a 69;18/12/2021;Hospitalització;No iniciada;1
Home;60 a 69;18/12/2021;Defunció;No iniciada;1
Home;60 a 69;18/12/2021;Cas;Parcial;2
Home;60 a 69;18/12/2021;Cas;Completa;147
Home;60 a 69;18/12/2021;Cas;No iniciada;13
Dona;70 a 79;18/12/2021;Defunció;No iniciada;1
Dona;70 a 79;18/12/2021;Cas;Completa;67
Dona;70 a 79;18/12/2021;Cas;No iniciada;11
Dona;70 a 79;18/12/2021;Hospitalització;No iniciada;1
Home;70 a 79;18/12/2021;Cas;Completa;45
Home;70 a 79;18/12/2021;Defunció;Completa;1
Home;70 a 79;18/12/2021;Hospitalització;Completa;1
Home;70 a 79;18/12/2021;Cas;No iniciada;6
Dona;80 o més;18/12/2021;Cas;No iniciada;4
Dona;80 o més;18/12/2021;Cas;Completa;45
Dona;80 o més;18/12/2021;Hospitalització;Completa;2
Dona;80 o més;18/12/2021;Defunció;No iniciada;1
Dona;80 o més;18/12/2021;Crítics;Completa;1
Dona;80 o més;18/12/2021;Defunció;Completa;7
Home;80 o més;18/12/2021;Defunció;Completa;4
Home;80 o més;18/12/2021;Defunció;No iniciada;2
Home;80 o més;18/12/2021;Cas;Completa;32
Home;80 o més;18/12/2021;Cas;No iniciada;2
No classificat;No classificat;18/12/2021;Cas;No iniciada;163
No classificat;No classificat;18/12/2021;Cas;Parcial;2
No classificat;No classificat;18/12/2021;Cas;Completa;10
Dona;0 a 9;17/12/2021;Cas;No iniciada;380
Home;0 a 9;17/12/2021;Hospitalització;No iniciada;2
Home;0 a 9;17/12/2021;Cas;No iniciada;456
Dona;10 a 19;17/12/2021;Cas;Parcial;1
Dona;10 a 19;17/12/2021;Hospitalització;No iniciada;2
Dona;10 a 19;17/12/2021;Crítics;No iniciada;1
Dona;10 a 19;17/12/2021;Cas;No iniciada;242
Dona;10 a 19;17/12/2021;Cas;Completa;227
Home;10 a 19;17/12/2021;Cas;Completa;163
Home;10 a 19;17/12/2021;Cas;Parcial;8
Home;10 a 19;17/12/2021;Cas;No iniciada;260
Dona;20 a 29;17/12/2021;Hospitalització;No iniciada;1
Dona;20 a 29;17/12/2021;Cas;Completa;461
Dona;20 a 29;17/12/2021;Cas;No iniciada;101
Dona;20 a 29;17/12/2021;Cas;Parcial;12
Home;20 a 29;17/12/2021;Hospitalització;No iniciada;1
Home;20 a 29;17/12/2021;Cas;Completa;361
Home;20 a 29;17/12/2021;Cas;No iniciada;92
Home;20 a 29;17/12/2021;Cas;Parcial;11
Dona;30 a 39;17/12/2021;Hospitalització;No iniciada;6
Dona;30 a 39;17/12/2021;Cas;No iniciada;99
Dona;30 a 39;17/12/2021;Cas;Completa;458
Dona;30 a 39;17/12/2021;Crítics;Completa;1
Dona;30 a 39;17/12/2021;Cas;Parcial;8
Dona;30 a 39;17/12/2021;Hospitalització;Completa;3
Home;30 a 39;17/12/2021;Cas;Completa;418
Home;30 a 39;17/12/2021;Cas;No iniciada;124
Home;30 a 39;17/12/2021;Crítics;No iniciada;1
Home;30 a 39;17/12/2021;Cas;Parcial;16
Home;30 a 39;17/12/2021;Hospitalització;No iniciada;2
Dona;40 a 49;17/12/2021;Cas;Parcial;7
Dona;40 a 49;17/12/2021;Cas;No iniciada;75
Dona;40 a 49;17/12/2021;Hospitalització;Completa;1
Dona;40 a 49;17/12/2021;Cas;Completa;653
Dona;40 a 49;17/12/2021;Hospitalització;No iniciada;5
Dona;40 a 49;17/12/2021;Crítics;No iniciada;2
Home;40 a 49;17/12/2021;Cas;Completa;576
Home;40 a 49;17/12/2021;Cas;No iniciada;89
Home;40 a 49;17/12/2021;Cas;Parcial;7
Home;40 a 49;17/12/2021;Hospitalització;No iniciada;2
Home;40 a 49;17/12/2021;Hospitalització;Completa;5
Home;40 a 49;17/12/2021;Crítics;Completa;1
Dona;50 a 59;17/12/2021;Cas;No iniciada;41
Dona;50 a 59;17/12/2021;Hospitalització;No iniciada;2
Dona;50 a 59;17/12/2021;Crítics;Completa;1
Dona;50 a 59;17/12/2021;Cas;Parcial;2
Dona;50 a 59;17/12/2021;Crítics;No iniciada;3
Dona;50 a 59;17/12/2021;Hospitalització;Completa;4
Dona;50 a 59;17/12/2021;Cas;Completa;465
Home;50 a 59;17/12/2021;Hospitalització;Completa;6
Home;50 a 59;17/12/2021;Cas;Parcial;2
Home;50 a 59;17/12/2021;Cas;No iniciada;38
Home;50 a 59;17/12/2021;Crítics;Completa;1
Home;50 a 59;17/12/2021;Cas;Completa;488
Home;50 a 59;17/12/2021;Hospitalització;No iniciada;2
Dona;60 a 69;17/12/2021;Crítics;No iniciada;4
Dona;60 a 69;17/12/2021;Hospitalització;Completa;10
Dona;60 a 69;17/12/2021;Cas;Parcial;2
Dona;60 a 69;17/12/2021;Defunció;No iniciada;1
Dona;60 a 69;17/12/2021;Crítics;Completa;3
Dona;60 a 69;17/12/2021;Hospitalització;No iniciada;4
Dona;60 a 69;17/12/2021;Cas;Completa;304
Dona;60 a 69;17/12/2021;Cas;No iniciada;29
Home;60 a 69;17/12/2021;Cas;No iniciada;29
Home;60 a 69;17/12/2021;Hospitalització;No iniciada;4
Home;60 a 69;17/12/2021;Crítics;Completa;10
Home;60 a 69;17/12/2021;Cas;Completa;275
Home;60 a 69;17/12/2021;Defunció;No iniciada;1
Home;60 a 69;17/12/2021;Defunció;Completa;2
Home;60 a 69;17/12/2021;Crítics;No iniciada;1
Home;60 a 69;17/12/2021;Cas;Parcial;4
Home;60 a 69;17/12/2021;Hospitalització;Completa;22
Dona;70 a 79;17/12/2021;Defunció;No iniciada;1
Dona;70 a 79;17/12/2021;Hospitalització;Parcial;1
Dona;70 a 79;17/12/2021;Hospitalització;No iniciada;1
Dona;70 a 79;17/12/2021;Hospitalització;Completa;3
Dona;70 a 79;17/12/2021;Cas;Completa;102
Dona;70 a 79;17/12/2021;Crítics;Parcial;1
Dona;70 a 79;17/12/2021;Cas;No iniciada;9
Home;70 a 79;17/12/2021;Cas;No iniciada;11
Home;70 a 79;17/12/2021;Hospitalització;No iniciada;5
Home;70 a 79;17/12/2021;Hospitalització;Completa;12
Home;70 a 79;17/12/2021;Defunció;Completa;3
Home;70 a 79;17/12/2021;Cas;Completa;114
Home;70 a 79;17/12/2021;Crítics;Completa;2
Home;70 a 79;17/12/2021;Crítics;No iniciada;1
Dona;80 o més;17/12/2021;Cas;No iniciada;4
Dona;80 o més;17/12/2021;Cas;Completa;73
Dona;80 o més;17/12/2021;Hospitalització;Completa;6
Dona;80 o més;17/12/2021;Defunció;Completa;3
Dona;80 o més;17/12/2021;Hospitalització;No iniciada;4
Dona;80 o més;17/12/2021;Cas;Parcial;2
Dona;80 o més;17/12/2021;Crítics;No iniciada;1
Home;80 o més;17/12/2021;Cas;Parcial;1
Home;80 o més;17/12/2021;Defunció;Completa;9
Home;80 o més;17/12/2021;Cas;No iniciada;3
Home;80 o més;17/12/2021;Defunció;No iniciada;1
Home;80 o més;17/12/2021;Hospitalització;Completa;9
Home;80 o més;17/12/2021;Cas;Completa;41
Home;80 o més;17/12/2021;Hospitalització;No iniciada;3
No classificat;No classificat;17/12/2021;Cas;Parcial;5
No classificat;No classificat;17/12/2021;Cas;Completa;26
No classificat;No classificat;17/12/2021;Cas;No iniciada;206
Dona;0 a 9;16/12/2021;Cas;No iniciada;364
Home;0 a 9;16/12/2021;Cas;No iniciada;376
Dona;10 a 19;16/12/2021;Cas;Completa;182
Dona;10 a 19;16/12/2021;Cas;No iniciada;194
Home;10 a 19;16/12/2021;Hospitalització;Completa;1
Home;10 a 19;16/12/2021;Cas;Completa;142
Home;10 a 19;16/12/2021;Cas;Parcial;3
Home;10 a 19;16/12/2021;Cas;No iniciada;228
Dona;20 a 29;16/12/2021;Cas;Parcial;12
Dona;20 a 29;16/12/2021;Cas;Completa;447
Dona;20 a 29;16/12/2021;Cas;No iniciada;91
Home;20 a 29;16/12/2021;Cas;Parcial;5
Home;20 a 29;16/12/2021;Hospitalització;Completa;1
Home;20 a 29;16/12/2021;Cas;Completa;329
Home;20 a 29;16/12/2021;Cas;No iniciada;94
Dona;30 a 39;16/12/2021;Cas;Completa;442
Dona;30 a 39;16/12/2021;Hospitalització;Completa;1
Dona;30 a 39;16/12/2021;Hospitalització;No iniciada;1
Dona;30 a 39;16/12/2021;Cas;No iniciada;92
Dona;30 a 39;16/12/2021;Hospitalització;Parcial;1
Dona;30 a 39;16/12/2021;Cas;Parcial;9
Dona;30 a 39;16/12/2021;Crítics;No iniciada;1
Home;30 a 39;16/12/2021;Crítics;No iniciada;1
Home;30 a 39;16/12/2021;Cas;No iniciada;94
Home;30 a 39;16/12/2021;Cas;Completa;399
Home;30 a 39;16/12/2021;Cas;Parcial;11
Dona;40 a 49;16/12/2021;Hospitalització;Completa;3
Dona;40 a 49;16/12/2021;Defunció;Completa;1
Dona;40 a 49;16/12/2021;Hospitalització;No iniciada;2
Dona;40 a 49;16/12/2021;Cas;Parcial;8
Dona;40 a 49;16/12/2021;Cas;No iniciada;94
Dona;40 a 49;16/12/2021;Cas;Completa;589
Home;40 a 49;16/12/2021;Cas;No iniciada;79
Home;40 a 49;16/12/2021;Cas;Parcial;3
Home;40 a 49;16/12/2021;Hospitalització;No iniciada;4
Home;40 a 49;16/12/2021;Cas;Completa;530
Home;40 a 49;16/12/2021;Crítics;No iniciada;4
Home;40 a 49;16/12/2021;Hospitalització;Completa;3
Dona;50 a 59;16/12/2021;Cas;Parcial;5
Dona;50 a 59;16/12/2021;Cas;Completa;365
Dona;50 a 59;16/12/2021;Defunció;Completa;2
Dona;50 a 59;16/12/2021;Hospitalització;No iniciada;1
Dona;50 a 59;16/12/2021;Cas;No iniciada;44
Home;50 a 59;16/12/2021;Crítics;No iniciada;3
Home;50 a 59;16/12/2021;Cas;Parcial;3
Home;50 a 59;16/12/2021;Hospitalització;No iniciada;8
Home;50 a 59;16/12/2021;Hospitalització;Completa;5
Home;50 a 59;16/12/2021;Defunció;No iniciada;1
Home;50 a 59;16/12/2021;Cas;No iniciada;32
Home;50 a 59;16/12/2021;Defunció;Completa;1
Home;50 a 59;16/12/2021;Crítics;Completa;1
Home;50 a 59;16/12/2021;Cas;Completa;374
Dona;60 a 69;16/12/2021;Cas;Completa;250
Dona;60 a 69;16/12/2021;Hospitalització;No iniciada;3
Dona;60 a 69;16/12/2021;Hospitalització;Completa;12
Dona;60 a 69;16/12/2021;Defunció;Completa;1
Dona;60 a 69;16/12/2021;Cas;Parcial;2
Dona;60 a 69;16/12/2021;Crítics;Completa;1
Dona;60 a 69;16/12/2021;Crítics;No iniciada;2
Dona;60 a 69;16/12/2021;Cas;No iniciada;34
Home;60 a 69;16/12/2021;Hospitalització;Completa;17
Home;60 a 69;16/12/2021;Hospitalització;No iniciada;4
Home;60 a 69;16/12/2021;Cas;Completa;247
Home;60 a 69;16/12/2021;Cas;Parcial;2
Home;60 a 69;16/12/2021;Crítics;No iniciada;2
Home;60 a 69;16/12/2021;Cas;No iniciada;26
Home;60 a 69;16/12/2021;Defunció;Completa;1
Home;60 a 69;16/12/2021;Defunció;No iniciada;2
Home;60 a 69;16/12/2021;Crítics;Completa;7
Dona;70 a 79;16/12/2021;Crítics;No iniciada;1
Dona;70 a 79;16/12/2021;Hospitalització;No iniciada;4
Dona;70 a 79;16/12/2021;Hospitalització;Completa;12
Dona;70 a 79;16/12/2021;Defunció;Completa;1
Dona;70 a 79;16/12/2021;Defunció;No iniciada;1
Dona;70 a 79;16/12/2021;Cas;No iniciada;11
Dona;70 a 79;16/12/2021;Cas;Completa;88
Home;70 a 79;16/12/2021;Cas;Parcial;1
Home;70 a 79;16/12/2021;Crítics;Completa;1
Home;70 a 79;16/12/2021;Hospitalització;No iniciada;4
Home;70 a 79;16/12/2021;Cas;Completa;96
Home;70 a 79;16/12/2021;Cas;No iniciada;10
Home;70 a 79;16/12/2021;Defunció;No iniciada;1
Home;70 a 79;16/12/2021;Crítics;No iniciada;2
Home;70 a 79;16/12/2021;Defunció;Completa;4
Home;70 a 79;16/12/2021;Hospitalització;Completa;14
Dona;80 o més;16/12/2021;Cas;Completa;72
Dona;80 o més;16/12/2021;Crítics;No iniciada;1
Dona;80 o més;16/12/2021;Cas;No iniciada;10
Dona;80 o més;16/12/2021;Hospitalització;No iniciada;3
Dona;80 o més;16/12/2021;Cas;Parcial;1
Dona;80 o més;16/12/2021;Hospitalització;Completa;19
Dona;80 o més;16/12/2021;Defunció;Completa;3
Dona;80 o més;16/12/2021;Defunció;No iniciada;2
Home;80 o més;16/12/2021;Cas;Completa;40
Home;80 o més;16/12/2021;Defunció;No iniciada;1
Home;80 o més;16/12/2021;Defunció;Completa;6
Home;80 o més;16/12/2021;Hospitalització;Completa;16
Home;80 o més;16/12/2021;Hospitalització;No iniciada;3
Home;80 o més;16/12/2021;Crítics;Completa;1
Home;80 o més;16/12/2021;Cas;No iniciada;6
No classificat;No classificat;16/12/2021;Cas;Completa;25
No classificat;No classificat;16/12/2021;Cas;No iniciada;205
No classificat;No classificat;16/12/2021;Cas;Parcial;2
Dona;0 a 9;15/12/2021;Hospitalització;No iniciada;3
Dona;0 a 9;15/12/2021;Cas;No iniciada;345
Home;0 a 9;15/12/2021;Hospitalització;No iniciada;1
Home;0 a 9;15/12/2021;Cas;No iniciada;364
Dona;10 a 19;15/12/2021;Cas;Parcial;5
Dona;10 a 19;15/12/2021;Cas;No iniciada;239
Dona;10 a 19;15/12/2021;Cas;Completa;177
Dona;10 a 19;15/12/2021;Hospitalització;Completa;1
Home;10 a 19;15/12/2021;Cas;Completa;164
Home;10 a 19;15/12/2021;Cas;No iniciada;237
Home;10 a 19;15/12/2021;Cas;Parcial;7
Dona;20 a 29;15/12/2021;Cas;Parcial;11
Dona;20 a 29;15/12/2021;Hospitalització;Completa;1
Dona;20 a 29;15/12/2021;Hospitalització;No iniciada;1
Dona;20 a 29;15/12/2021;Cas;Completa;496
Dona;20 a 29;15/12/2021;Cas;No iniciada;89
Home;20 a 29;15/12/2021;Hospitalització;Completa;1
Home;20 a 29;15/12/2021;Cas;No iniciada;110
Home;20 a 29;15/12/2021;Cas;Completa;337
Home;20 a 29;15/12/2021;Cas;Parcial;4
Dona;30 a 39;15/12/2021;Cas;Parcial;12
Dona;30 a 39;15/12/2021;Cas;Completa;511
Dona;30 a 39;15/12/2021;Hospitalització;No iniciada;3
Dona;30 a 39;15/12/2021;Cas;No iniciada;113
Home;30 a 39;15/12/2021;Cas;Completa;433
Home;30 a 39;15/12/2021;Cas;No iniciada;90
Home;30 a 39;15/12/2021;Cas;Parcial;8
Home;30 a 39;15/12/2021;Hospitalització;Completa;1
Home;30 a 39;15/12/2021;Hospitalització;No iniciada;5
Dona;40 a 49;15/12/2021;Cas;No iniciada;92
Dona;40 a 49;15/12/2021;Cas;Parcial;7
Dona;40 a 49;15/12/2021;Hospitalització;Completa;1
Dona;40 a 49;15/12/2021;Crítics;Completa;1
Dona;40 a 49;15/12/2021;Cas;Completa;541
Dona;40 a 49;15/12/2021;Hospitalització;No iniciada;4
Home;40 a 49;15/12/2021;Hospitalització;Completa;1
Home;40 a 49;15/12/2021;Cas;Parcial;5
Home;40 a 49;15/12/2021;Crítics;No iniciada;1
Home;40 a 49;15/12/2021;Cas;Completa;522
Home;40 a 49;15/12/2021;Cas;No iniciada;85
Home;40 a 49;15/12/2021;Hospitalització;No iniciada;4
Dona;50 a 59;15/12/2021;Crítics;No iniciada;4
Dona;50 a 59;15/12/2021;Cas;No iniciada;40
Dona;50 a 59;15/12/2021;Cas;Completa;376
Dona;50 a 59;15/12/2021;Hospitalització;Completa;2
Dona;50 a 59;15/12/2021;Cas;Parcial;4
Dona;50 a 59;15/12/2021;Hospitalització;No iniciada;3
Home;50 a 59;15/12/2021;Cas;Completa;384
Home;50 a 59;15/12/2021;Cas;No iniciada;40
Home;50 a 59;15/12/2021;Crítics;No iniciada;2
Home;50 a 59;15/12/2021;Cas;Parcial;2
Home;50 a 59;15/12/2021;Crítics;Completa;1
Home;50 a 59;15/12/2021;Hospitalització;Completa;5
Home;50 a 59;15/12/2021;Hospitalització;No iniciada;2
Dona;60 a 69;15/12/2021;Defunció;Completa;1
Dona;60 a 69;15/12/2021;Crítics;Completa;3
Dona;60 a 69;15/12/2021;Cas;Completa;283
Dona;60 a 69;15/12/2021;Crítics;No iniciada;2
Dona;60 a 69;15/12/2021;Hospitalització;No iniciada;3
Dona;60 a 69;15/12/2021;Cas;Parcial;3
Dona;60 a 69;15/12/2021;Cas;No iniciada;33
Dona;60 a 69;15/12/2021;Hospitalització;Completa;8
Home;60 a 69;15/12/2021;Defunció;Completa;2
Home;60 a 69;15/12/2021;Crítics;Completa;2
Home;60 a 69;15/12/2021;Hospitalització;Completa;25
Home;60 a 69;15/12/2021;Crítics;No iniciada;2
Home;60 a 69;15/12/2021;Cas;Parcial;6
Home;60 a 69;15/12/2021;Defunció;No iniciada;1
Home;60 a 69;15/12/2021;Hospitalització;No iniciada;5
Home;60 a 69;15/12/2021;Cas;No iniciada;26
Home;60 a 69;15/12/2021;Cas;Completa;306
Dona;70 a 79;15/12/2021;Hospitalització;Parcial;2
Dona;70 a 79;15/12/2021;Cas;Completa;94
Dona;70 a 79;15/12/2021;Hospitalització;Completa;8
Dona;70 a 79;15/12/2021;Cas;No iniciada;10
Dona;70 a 79;15/12/2021;Cas;Parcial;1
Home;70 a 79;15/12/2021;Cas;Completa;98
Home;70 a 79;15/12/2021;Hospitalització;Completa;9
Home;70 a 79;15/12/2021;Cas;No iniciada;5
Home;70 a 79;15/12/2021;Defunció;Completa;6
Home;70 a 79;15/12/2021;Hospitalització;No iniciada;3
Home;70 a 79;15/12/2021;Crítics;Completa;1
Home;70 a 79;15/12/2021;Crítics;No iniciada;3
Dona;80 o més;15/12/2021;Cas;Parcial;2
Dona;80 o més;15/12/2021;Hospitalització;No iniciada;1
Dona;80 o més;15/12/2021;Hospitalització;Completa;12
Dona;80 o més;15/12/2021;Cas;No iniciada;4
Dona;80 o més;15/12/2021;Cas;Completa;58
Dona;80 o més;15/12/2021;Defunció;Completa;2
Home;80 o més;15/12/2021;Hospitalització;No iniciada;2
Home;80 o més;15/12/2021;Defunció;Completa;4
Home;80 o més;15/12/2021;Defunció;No iniciada;1
Home;80 o més;15/12/2021;Cas;No iniciada;2
Home;80 o més;15/12/2021;Cas;Completa;39
Home;80 o més;15/12/2021;Defunció;Parcial;1
Home;80 o més;15/12/2021;Hospitalització;Completa;19
No classificat;No classificat;15/12/2021;Cas;Parcial;3
No classificat;No classificat;15/12/2021;Cas;No iniciada;152
No classificat;No classificat;15/12/2021;Cas;Completa;20
Dona;0 a 9;14/12/2021;Cas;No iniciada;322
Home;0 a 9;14/12/2021;Cas;No iniciada;407
Dona;10 a 19;14/12/2021;Cas;No iniciada;221
